Account_Number,Account_Name,Property_Code,Account_Base_Name,Account_Sub_Detail,Total_Balance,Is_Accumulated,Target_Account_Name,Target_Account_Code,Action,Notes
3303-2059,Jill K Donnellon Trust Distribution,nan,Jill K Donnellon Trust Distribution,nan,-6689.58,False,Corporate Cash Distribution,3303-2059,merge,"Distribution account for Jill K Donnellon Trust, merging into Nicholas Marino"
3303-2061,Larry Honigman Contribution,nan,Larry Honigman Contribution,nan,100000.0,False,Corporate Cash Contribution,3303-2061,keep,Contribution account for Larry Honigman
3303-2062,Larry Honigman Distribution,nan,Larry Honigman Distribution,nan,-4334.1,False,Corporate Cash Distribution,3303-2062,merge,"Distribution account for Larry Honigman, merging into Nicholas Marino"
3303-2064,"Bubbles Holdings, LP Contribution",nan,"Bubbles Holdings, LP Contribution",nan,4826000.0,False,Corporate Cash Contribution,3303-2064,keep,"Contribution account for Bubbles Holdings, LP"
3303-2065,"Bubbles Holdings, LP Distribution",nan,"Bubbles Holdings, LP Distribution",nan,-470611.67999999993,False,Corporate Cash Distribution,3303-2065,merge,"Distribution account for Bubbles Holdings, LP, merging into Nicholas Marino"
3303-2067,Maureen Brown Contribution,nan,Maureen Brown Contribution,nan,100000.0,False,Corporate Cash Contribution,3303-2067,keep,Contribution account for Maureen Brown
3303-2068,Maureen Brown Distribution,nan,Maureen Brown Distribution,nan,-4334.1,False,Corporate Cash Distribution,3303-2068,merge,"Distribution account for Maureen Brown, merging into Nicholas Marino"
3303-2070,Ed Zender Contribution,nan,Ed Zender Contribution,nan,120000.0,False,Corporate Cash Contribution,3303-2070,keep,Contribution account for Ed Zender
3303-2071,Ed Zender Distribution,nan,Ed Zender Distribution,nan,-5778.28,False,Corporate Cash Distribution,3303-2071,merge,"Distribution account for Ed Zender, merging into Nicholas Marino"
3303-2073,David Welles Contribution,nan,David Welles Contribution,nan,150000.0,False,Corporate Cash Contribution,3303-2073,keep,Contribution account for David Welles
3303-2074,David Welles Distribution,nan,David Welles Distribution,nan,-6260.6,False,Corporate Cash Distribution,3303-2074,merge,"Distribution account for David Welles, merging into Nicholas Marino"
3303-2076,Scott Samlan Contribution,nan,Scott Samlan Contribution,nan,210000.0,False,Corporate Cash Contribution,3303-2076,keep,Contribution account for Scott Samlan
3303-2077,Scott Samlan Distribution,nan,Scott Samlan Distribution,nan,-21532.9,False,Corporate Cash Distribution,3303-2077,merge,"Distribution account for Scott Samlan, merging into Nicholas Marino"
3303-2079,Nicholas Zappone Contribution,nan,Nicholas Zappone Contribution,nan,50000.0,False,Corporate Cash Contribution,3303-2079,keep,Contribution account for Nicholas Zappone
3303-2080,Nicholas Zappone Distribution,nan,Nicholas Zappone Distribution,nan,-2407.6,False,Corporate Cash Distribution,3303-2080,merge,"Distribution account for Nicholas Zappone, merging into Nicholas Marino"
3303-2082,Hampton Terrace SD LLC Contribution,nan,Hampton Terrace SD LLC Contribution,nan,118289.14,False,Corporate Cash Contribution,3303-2082,keep,Contribution account for Hampton Terrace SD LLC
3303-2083,Hampton Terrace SD LLC Distribution,nan,Hampton Terrace SD LLC Distribution,nan,-4815.26,False,Corporate Cash,3303-2083,merge,Merged into Corporate Cash
3303-2085,Michael Mazur Contribution,nan,Michael Mazur Contribution,nan,97600.0,False,Corporate Cash,3303-2085,merge,Merged into Corporate Cash
3303-2086,Michael Mazur Distribution,nan,Michael Mazur Distribution,nan,-13951.48,False,Corporate Cash,3303-2086,merge,Merged into Corporate Cash
3303-2088,Chris Lindemann Contribution,nan,Chris Lindemann Contribution,nan,500000.0,False,Corporate Cash,3303-2088,merge,Merged into Corporate Cash
3303-2089,Chris Lindemann Distribution,nan,Chris Lindemann Distribution,nan,-24076.18,False,Corporate Cash,3303-2089,merge,Merged into Corporate Cash
3303-2091,Aaron Shefren Contribution,nan,Aaron Shefren Contribution,nan,400000.0,False,Corporate Cash,3303-2091,merge,Merged into Corporate Cash
3303-2092,Aaron Shefren Distribution,nan,Aaron Shefren Distribution,nan,-9848.36,False,Corporate Cash,3303-2092,merge,Merged into Corporate Cash
3303-2100,3-D Partners Contribution,nan,3-D Partners Contribution,nan,500000.0,False,Corporate Cash,3303-2100,merge,Merged into Corporate Cash
3303-2101,3-D Partners Distribution,nan,3-D Partners Distribution,nan,-70136.08,False,Corporate Cash,3303-2101,merge,Merged into Corporate Cash
3303-2103,Patricia and Marco Kremser Contribution,nan,Patricia and Marco Kremser Contribution,nan,50000.0,False,Corporate Cash,3303-2103,merge,Merged into Corporate Cash
3303-2104,Patricia and Marco Kremser Distribution,nan,Patricia and Marco Kremser Distribution,nan,-1926.5,False,Corporate Cash,3303-2104,merge,Merged into Corporate Cash
3303-2106,Shawn Freibert Contribution,nan,Shawn Freibert Contribution,nan,50000.0,False,Corporate Cash,3303-2106,merge,Merged into Corporate Cash
3303-2107,Shawn Freibert Distribution,nan,Shawn Freibert Distribution,nan,-1926.5,False,Corporate Cash,3303-2107,merge,Merged into Corporate Cash
3303-2109,Richard and Andrea Ginsburg Contribution,nan,Richard and Andrea Ginsburg Contribution,nan,200000.0,False,Corporate Cash,3303-2109,merge,Merged into Corporate Cash
3303-2110,Richard and Andrea Ginsburg Distribution,nan,Richard and Andrea Ginsburg Distribution,nan,-33141.520000000004,False,Corporate Cash,3303-2110,merge,Merged into Corporate Cash
3303-2112,David and Loni Itah Contribution,nan,David and Loni Itah Contribution,nan,200000.0,False,Corporate Cash,3303-2112,merge,Merged into Corporate Cash
3303-2113,David and Loni Itah Distribution,nan,David and Loni Itah Distribution,nan,-7706.04,False,Corporate Cash,3303-2113,merge,Merged into Corporate Cash
3303-2115,Moshe Melcer Contribution,nan,Moshe Melcer Contribution,nan,200000.0,False,Corporate Cash,3303-2115,merge,Merged into Corporate Cash
3303-2116,Moshe Melcer Distribution,nan,Moshe Melcer Distribution,nan,-7705.08,False,Corporate Cash,3303-2116,merge,Merged into Corporate Cash
3303-2118,Matthew and Erin Ritof Contribution,nan,Matthew and Erin Ritof Contribution,nan,10000.0,False,Corporate Cash,3303-2118,merge,Merged into Corporate Cash
3303-2119,Matthew and Erin Ritof Distribution,nan,Matthew and Erin Ritof Distribution,nan,-2928.8,False,Corporate Cash,3303-2119,merge,Merged into Corporate Cash
3303-2121,George and Gabriela Gladman Contribution,nan,George and Gabriela Gladman Contribution,nan,100000.0,False,Corporate Cash,3303-2121,merge,Merged into Corporate Cash
3303-2122,George and Gabriela Gladman Distribution,nan,George and Gabriela Gladman Distribution,nan,-29288.52,False,Corporate Cash,3303-2122,merge,Merged into Corporate Cash
3303-2124,Steve Maziarka Contribution,nan,Steve Maziarka Contribution,nan,50000.0,False,Corporate Cash,3303-2124,merge,Merged into Corporate Cash
3303-2125,Steve Maziarka Distribution,nan,Steve Maziarka Distribution,nan,-14644.3,False,Corporate Cash,3303-2125,merge,Merged into Corporate Cash
3303-2127,Paula Bacheller Contribution,nan,Paula Bacheller Contribution,nan,50000.0,False,Corporate Cash Contribution,3303-2127,keep,Contribution account
3303-2128,Paula Bacheller Distribution,nan,Paula Bacheller Distribution,nan,-14644.3,False,Corporate Cash Distribution,3303-2128,keep,Distribution account
3303-2130,Rosalie and Jon Mendia Contribution,nan,Rosalie and Jon Mendia Contribution,nan,100000.0,False,Corporate Cash Contribution,3303-2130,merge,Merge into Corporate Cash Contribution
3303-2131,Rosalie and Jon Mendia Distribution,nan,Rosalie and Jon Mendia Distribution,nan,-29288.52,False,Corporate Cash Distribution,3303-2131,merge,Merge into Corporate Cash Distribution
3303-2133,ICMC DRE Storsafe Member Contribution,nan,ICMC DRE Storsafe Member Contribution,nan,48102775.26,False,Corporate Cash Contribution,3303-2133,keep,Contribution account
3303-2134,ICMC DRE Storsafe Member Distribution,nan,ICMC DRE Storsafe Member Distribution,nan,-1606295.26,False,Corporate Cash Distribution,3303-2134,merge,Merge into Corporate Cash Distribution
3303-2136,EP Storsafe Contribution,nan,EP Storsafe Contribution,nan,11420214.38,False,Corporate Cash Contribution,3303-2136,keep,Contribution account
3303-2137,EP Storsafe Distribution,nan,EP Storsafe Distribution,nan,-360852.92,False,Corporate Cash Distribution,3303-2137,merge,Merge into Corporate Cash Distribution
3303-2151,Storsafe DRE JV Contribution,nan,Storsafe DRE JV Contribution,nan,59512244.64,False,Corporate Cash Contribution,3303-2151,keep,Contribution account
3303-2152,Storsafe DRE JV Distribution,nan,Storsafe DRE JV Distribution,nan,-2004000.8,False,Corporate Cash Distribution,3303-2152,merge,Merge into Corporate Cash Distribution
3303-2157,Robert Teverbaugh and Stephen Donart Contribution,nan,Robert Teverbaugh and Stephen Donart Contribution,nan,50000.0,False,Corporate Cash Contribution,3303-2157,keep,Contribution account
3303-2158,Robert Teverbaugh and Stephen Donart Distribution,nan,Robert Teverbaugh and Stephen Donart Distribution,nan,-14644.3,False,Corporate Cash Distribution,3303-2158,merge,Merge into Corporate Cash Distribution
3303-2160,Storsafe DRE JV 2 Contribution,nan,Storsafe DRE JV 2 Contribution,nan,25198666.0,False,Corporate Cash Contribution,3303-2160,keep,Contribution account
3303-2161,Storsafe DRE JV 2 Distribution,nan,Storsafe DRE JV 2 Distribution,nan,-398617.6,False,Corporate Cash Distribution,3303-2161,merge,Merge into Corporate Cash Distribution
3303-2163,EP Storsafe 2 Contribution,nan,EP Storsafe 2 Contribution,nan,5435007.22,False,Corporate Cash Contribution,3303-2163,keep,Contribution account
3303-2164,EP Storsafe 2 Distribution,nan,EP Storsafe 2 Distribution,nan,-80493.0,False,Corporate Cash Distribution,3303-2164,merge,Merge into Corporate Cash Distribution
3303-2166,DRE Storsafe 2.0 Contribution,nan,DRE Storsafe 2.0 Contribution,nan,19763659.62,False,Corporate Cash Contribution,3303-2166,keep,Contribution account
3303-2167,DRE Storsafe 2.0 Distribution,nan,DRE Storsafe 2.0 Distribution,nan,-206427.28,False,Corporate Cash Distribution,3303-2167,merge,Merge into Corporate Cash Distribution
3303-2169,Legacy Community Housing Corp Contribution,nan,Legacy Community Housing Corp Contribution,nan,1000000.0,False,Corporate Cash Contribution,3303-2169,keep,Contribution account
3303-2170,Legacy Community Housing Corp Distribution,nan,Legacy Community Housing Corp Distribution,nan,-42575.14,False,Corporate Cash Distribution,3303-2170,merge,Merge into Corporate Cash Distribution
3303-2172,Brent Sobol Contribution,nan,Brent Sobol Contribution,nan,150000.0,False,Corporate Cash Contribution,3303-2172,keep,Contribution account
3303-2173,Brent Sobol Distribution,nan,Brent Sobol Distribution,nan,-2000.0,False,Corporate Cash Distribution,3303-2173,merge,Merge into Corporate Cash Distribution
3303-2175,Bradley S. M. Dworkin Revocable Trust dated 9-5-2002 Contrib,nan,Bradley S. M. Dworkin Revocable Trust dated 9-5-2002 Contrib,nan,1000000.0,False,Corporate Cash Contribution,3303-2175,keep,Contribution account
3303-2178,Mitze Amoroso Contribution,nan,Mitze Amoroso Contribution,nan,70000.0,False,Corporate Cash Contribution,3303-2178,keep,Contribution account
3303-2179,Mitze Amoroso Distribution,nan,Mitze Amoroso Distribution,nan,-1118.16,False,Corporate Cash Distribution,3303-2179,merge,Merge into Corporate Cash Distribution
3303-2187,Steve Goodman Contribution,nan,Steve Goodman Contribution,nan,100000.0,False,Corporate Cash Contribution,3303-2187,keep,Contribution account
3303-2193,Lionshare Enterprises LLC Contribution,nan,Lionshare Enterprises LLC Contribution,nan,163000.0,False,Corporate Cash Contribution,3303-2187,merge,Merged into Corporate Cash Contribution
3303-2203,Abby Polin Contribution,nan,Abby Polin Contribution,nan,25000.0,False,Corporate Cash Contribution,3303-2187,merge,Merged into Corporate Cash Contribution
3303-2206,Emily Reisler Contribution,nan,Emily Reisler Contribution,nan,25000.0,False,Corporate Cash Contribution,3303-2187,merge,Merged into Corporate Cash Contribution
3303-2209,Mark Harris Contribution,nan,Mark Harris Contribution,nan,150000.0,False,Corporate Cash Contribution,3303-2187,merge,Merged into Corporate Cash Contribution
3303-2210,Mark Harris Distribution,nan,Mark Harris Distribution,nan,-2795.42,False,Corporate Cash Distribution,3303-2210,keep,Distribution account
3303-2212,Hirize Inc Contribution,nan,Hirize Inc Contribution,nan,20000.0,False,Corporate Cash Contribution,3303-2187,merge,Merged into Corporate Cash Contribution
3303-2215,Iracema Almeida Contribution,nan,Iracema Almeida Contribution,nan,30000.0,False,Corporate Cash Contribution,3303-2187,merge,Merged into Corporate Cash Contribution
3303-2216,Iracema Almeida Distribution,nan,Iracema Almeida Distribution,nan,-1277.26,False,Corporate Cash Distribution,3303-2210,merge,Merged into Corporate Cash Distribution
3303-2221,Ross Parker Contribution,nan,Ross Parker Contribution,nan,50000.0,False,Corporate Cash Contribution,3303-2187,merge,Merged into Corporate Cash Contribution
3303-2222,Ross Parker Distribution,nan,Ross Parker Distribution,nan,-2128.76,False,Corporate Cash Distribution,3303-2210,merge,Merged into Corporate Cash Distribution
3303-2224,EP Lexington Contribution,nan,EP Lexington Contribution,nan,3089700.0,False,Corporate Cash Contribution,3303-2187,merge,Merged into Corporate Cash Contribution
3303-2225,EP Lexington Distribution,nan,EP Lexington Distribution,nan,-16355.48,False,Corporate Cash Distribution,3303-2210,merge,Merged into Corporate Cash Distribution
3303-2227,Denita Schreier Contribution,nan,Denita Schreier Contribution,nan,50000.0,False,Corporate Cash Contribution,3303-2187,merge,Merged into Corporate Cash Contribution
3303-2228,Denita Schreier Distribution,nan,Denita Schreier Distribution,nan,-2128.76,False,Corporate Cash Distribution,3303-2210,merge,Merged into Corporate Cash Distribution
3303-2230,John David Cross Contribution,nan,John David Cross Contribution,nan,200000.0,False,Corporate Cash Contribution,3303-2187,merge,Merged into Corporate Cash Contribution
3303-2231,John David Cross Trust Distribution,nan,John David Cross Trust Distribution,nan,-5590.860000000001,False,Corporate Cash Distribution,3303-2210,merge,Merged into Corporate Cash Distribution
3303-2233,Leellen McFarlane Contribution,nan,Leellen McFarlane Contribution,nan,20000.0,False,Corporate Cash Contribution,3303-2187,merge,Merged into Corporate Cash Contribution
3303-2234,Leellen McFarlane Distribution,nan,Leellen McFarlane Distribution,nan,-1277.26,False,Corporate Cash Distribution,3303-2210,merge,Merged into Corporate Cash Distribution
3303-2236,Dana Summers Contribution,nan,Dana Summers Contribution,nan,50000.0,False,Corporate Cash Contribution,3303-2187,merge,Merged into Corporate Cash Contribution
3303-2237,Dana Summers Distribution,nan,Dana Summers Distribution,nan,-2128.76,False,Corporate Cash Distribution,3303-2210,merge,Merged into Corporate Cash Distribution
3303-2239,Grady Randall Contribution,nan,Grady Randall Contribution,nan,50000.0,False,Corporate Cash Contribution,3303-2187,merge,Merged into Corporate Cash Contribution
3303-2240,Grady Randall Distribution,nan,Grady Randall Distribution,nan,-2128.76,False,Corporate Cash Distribution,3303-2210,merge,Merged into Corporate Cash Distribution
3303-2242,Annalise Li Contribution,nan,Annalise Li Contribution,nan,200000.0,False,Corporate Cash Contribution,3303-2187,merge,Merged into Corporate Cash Contribution
3303-2243,Annalise Li Distribution,nan,Annalise Li Distribution,nan,-8515.02,False,Corporate Cash Distribution,3303-2210,merge,Merged into Corporate Cash Distribution
3303-2245,Jonathan Weerts Contribution,nan,Jonathan Weerts Contribution,nan,100000.0,False,Corporate Cash,CC-001,keep,Non-accumulated cash account.
3303-2246,Jonathan Weerts Distribution,nan,Jonathan Weerts Distribution,nan,-1333.34,False,Corporate Cash,CC-001,merge,"Non-accumulated cash account, merging into Corporate Cash."
3303-2248,EP Storsafe Fund III Contribution,nan,EP Storsafe Fund III Contribution,nan,1413761.58,False,Corporate Cash,CC-001,merge,"Non-accumulated cash account, merging into Corporate Cash."
3800-0000,Retained Earnings,nan,Retained Earnings,nan,-52661263.63999999,False,Retained Earnings,RE,keep,Standard retained earnings account
4400-0000,Assessment,nan,Assessment,nan,99802.58,False,Corporate Cash,CC-4400,keep,Standardized naming for assessment account.
4500-0000,Rent,nan,Rent,nan,33854466.08,False,Corporate Rent,4500-Rent,keep,Standardized naming for rent income.
4500-0001,Rent Master Lease,nan,Rent Master Lease,nan,-803.04,False,Corporate Rent,4500-Rent,merge,Merged into Corporate Rent.
4500-1000,Holdover Rent,nan,Holdover Rent,nan,50494.42,False,Corporate Rent,4500-Rent,merge,Merged into Corporate Rent.
4500-1001,Storage Rent,nan,Storage Rent,nan,69249148.32,False,Corporate Rent,4500-Rent,merge,Merged into Corporate Rent.
4500-1003,SFR Rental Income,nan,SFR Rental Income,nan,12938.0,False,Corporate Rent,4500-Rent,merge,Merged into Corporate Rent.
4500-1004,Parking Space Rental,nan,Parking Space Rental,nan,2476608.4,False,Corporate Rent,4500-Rent,merge,Merged into Corporate Rent.
4710-0000,Less: Concessions,nan,Less: Concessions,nan,-3033162.04,False,Corporate Cash Concessions,4710-0000,keep,Non-accumulated account
4710-0001,Less: Rent Abatement,nan,Less: Rent Abatement,nan,-893799.0,False,Corporate Cash Rent Abatement,4710-0001,keep,Non-accumulated account
4710-0003,Less: Storage Rent Abatement,nan,Less: Storage Rent Abatement,nan,534.0,False,Corporate Cash Storage Rent Abatement,4710-0003,keep,Non-accumulated account
4710-0005,Rent Arrearage From Previous Owner,nan,Rent Arrearage From Previous Owner,nan,21466.24,False,Corporate Cash Rent Arrearage From Previous Owner,4710-0005,keep,Non-accumulated account
4710-0006,Bad Debt Write Off,nan,Bad Debt Write Off,nan,-1244516.32,False,Corporate Cash Bad Debt Write Off,4710-0006,keep,Non-accumulated account
4810-0000,Plus: Prepaid,nan,Plus: Prepaid,nan,21073.4,False,Corporate Prepaid,4810,keep,"Prepaid account, not accumulated."
5000-0001,Merchandise Income,nan,Merchandise Income,nan,204105.94,False,Corporate Cash,CC-001,keep,"Merchandise Income account, not related to cash."
5000-0002,Merchandise COGS,nan,Merchandise COGS,nan,-288191.68,False,Corporate Cash,CC-002,keep,"Merchandise COGS account, not related to cash."
5000-0010,Tenant Protection Income,nan,Tenant Protection Income,nan,3976474.3,False,Corporate Cash,CC-003,keep,"Tenant Protection Income account, not related to cash."
5000-0011,Tenant Protection COGS,nan,Tenant Protection COGS,nan,-628859.8,False,Corporate Cash,CC-004,keep,"Tenant Protection COGS account, not related to cash."
5000-0013,Phone Convenience Fee,nan,Phone Convenience Fee,nan,3360.0,False,Corporate Cash,CC-005,keep,"Phone Convenience Fee account, not related to cash."
5110-0000,Passthru Improvements TI,nan,Passthru Improvements TI,nan,-0.02,False,Corporate Cash,CC-001,keep,Account is not accumulated and does not fit into any specific property grouping.
5210-0000,Passthru Repairs and Maintenance,nan,Passthru Repairs and Maintenance,nan,22675.0,False,Corporate Cash,CASH-001,keep,Account is not accumulated and does not fit into a specific property grouping.
5215-0000,Passthru Legal fees,nan,Passthru Legal fees,nan,2558.0,False,Corporate Cash,CC-001,keep,Account is not accumulated and does not fit into any specific property grouping.
5217-0000,"Passthru Fees, Dues, Licenses and Permits",nan,"Passthru Fees, Dues, Licenses and Permits",nan,-631.76,False,"Corporate Passthru Fees, Dues, Licenses and Permits",5217,keep,Account is not accumulated and needs to be kept as is.
5220-0000,Passthru Janitorial,nan,Passthru Janitorial,nan,-2700.0,False,Corporate Cash,CC-001,keep,Account is not accumulated and does not fit into any specific property grouping.
5240-0000,Passthru HVAC,nan,Passthru HVAC,nan,-900.0,False,Corporate Cash,CC-5240,keep,Account is not accumulated and does not fit into any specific property grouping.
5280-0000,Passthru Snow Removal,nan,Passthru Snow Removal,nan,-1130.0,False,Corporate Cash,CC-001,keep,Account is not accumulated and does not fit into any specific property grouping.
5320-0000,Estimated Insurance Charges,nan,Estimated Insurance Charges,nan,198230.22,False,Corporate Cash Reserve,CR-001,keep,"Estimated Insurance Charges account, not accumulated."
5320-0001,Insurance Abatement,nan,Insurance Abatement,nan,789.36,False,Corporate Cash Reserve,CR-001,merge,"Insurance Abatement account, not accumulated, merging into Corporate Cash Reserve."
5350-0000,Estimated Property Tax Charges,nan,Estimated Property Tax Charges,nan,4736568.96,False,Corporate Estimated Property Tax Charges,5350-0000,keep,Standardized naming for estimated property tax charges.
5350-0001,PY RET Reconciliation,nan,PY RET Reconciliation,nan,67223.32,False,Corporate PY RET Reconciliation,5350-0001,keep,Standardized naming for prior year reconciliation.
5350-0002,Property Tax Abatement,nan,Property Tax Abatement,nan,128025.6,False,Corporate Property Tax Abatement,5350-0002,keep,Standardized naming for property tax abatement.
5400-0000,Passthru Utilities,nan,Passthru Utilities,nan,459864.72,False,Corporate Cash,CASH-001,keep,Account is not accumulated and is a passthru utility account.
5410-0000,Passthru Electricity,nan,Passthru Electricity,nan,228401.56,False,Corporate Cash,CASH-001,keep,Account is not accumulated and does not fit into any specific property grouping.
5415-0000,Passthru Water,nan,Passthru Water,nan,16810.36,False,Corporate Cash,CASH-001,keep,Non-accumulated cash account
5420-0000,Passthru Gas,nan,Passthru Gas,nan,15390.08,False,Corporate Cash,CC-5420,keep,Non-accumulated cash account
5430-0000,Passthru Water and Sewer,nan,Passthru Water and Sewer,nan,6670.0,False,Corporate Cash,CC-5430,keep,"Non-accumulated account, normalized naming."
5465-0000,Passthru Signs and Signage,nan,Passthru Signs and Signage,nan,7092.58,False,Corporate Cash,CASH-001,keep,Account is not accumulated and does not fit into any specific property grouping.
5470-0000,Estimated CAM Charges,nan,Estimated CAM Charges,nan,4526770.720000001,False,Corporate Cash Estimated CAM Charges,5470-0000,keep,Non-accumulated account
5470-0001,CAM Abatement,nan,CAM Abatement,nan,65090.06,False,Corporate Cash CAM Abatement,5470-0001,keep,Non-accumulated account
5470-0002,PY CAM Reconciliation,nan,PY CAM Reconciliation,nan,765464.3,False,Corporate Cash PY CAM Reconciliation,5470-0002,keep,Non-accumulated account
5470-0003,Prior Year Tax Reconciliation,nan,Prior Year Tax Reconciliation,nan,-38033.04,False,Corporate Cash Prior Year Tax Reconciliation,5470-0003,keep,Non-accumulated account
5470-0004,Prior Year Ins Reconciliation,nan,Prior Year Ins Reconciliation,nan,-203.82,False,Corporate Cash Prior Year Ins Reconciliation,5470-0004,keep,Non-accumulated account
5510-0000,Sales Percentage,nan,Sales Percentage,nan,7.04,False,Corporate Cash,CASH-001,keep,Sales Percentage account does not fit into bank/cash categories.
5620-0000,Move In Charges,nan,Move In Charges,nan,799.0,False,Corporate Cash,CC-001,keep,Non-accumulated account for move in charges.
5620-0001,Move In Move Out Fee,nan,Move In Move Out Fee,nan,124454.34,False,Corporate Cash,CC-001,merge,"Non-accumulated account for move in move out fee, merging into Corporate Cash."
5700-0000,Miscellaneous Income,nan,Miscellaneous Income,nan,779701.22,False,Corporate Miscellaneous Income,5700,keep,Standardized naming for miscellaneous income.
5700-0001,Early Termination Buyout Fee,nan,Early Termination Buyout Fee,nan,8700.0,False,Corporate Early Termination Buyout Fee,5701,keep,Standardized naming for early termination buyout fee.
5730-0000,Laundry Machine Income,nan,Laundry Machine Income,nan,6335.32,False,Laundry Machine Income,Income_Laundry_Machine,keep,"Income from laundry machines, not a cash account."
5739-0000,Pet Rent Monthly,nan,Pet Rent Monthly,nan,21344.64,False,Corporate Cash,CASH-001,keep,"Pet Rent Monthly account, normalized naming."
5740-0000,Pet Fee Non Refundable,nan,Pet Fee Non Refundable,nan,13400.0,False,Corporate Cash,CC-001,keep,Non-accumulated account for pet fees.
5770-1001,Truck Rental,nan,Truck Rental,nan,301547.06,False,Corporate Cash,CASH-OP-TRUCKRENTAL,keep,Non-accumulated account for truck rental.
5770-1002,Truck Insurance,nan,Truck Insurance,nan,6690.0,False,Corporate Cash,CASH-OP-TRUCKINSURANCE,keep,Non-accumulated account for truck insurance.
5800-0000,Late Fee,nan,Late Fee,nan,1179574.2,False,Corporate Late Fee,5800,keep,"Late Fee account, not accumulated."
5805-0000,Administrative Fee,nan,Administrative Fee,nan,848762.64,False,Corporate Cash,CC-5805,keep,"Administrative Fee account, not accumulated."
5810-0000,NSF Fees,nan,NSF Fees,nan,6594.0,False,Corporate NSF Fees,5810,keep,Non-accumulated account for NSF fees.
5815-0000,Laundry Income,nan,Laundry Income,nan,4004.0,False,Laundry Income,Income_Laundry,keep,Standardized naming for income account.
6050-0010,Advertising,nan,Advertising,nan,974657.18,False,Corporate Advertising,6050-0010,keep,Standardized naming for advertising expenses.
6050-0015,Promotions,nan,Promotions,nan,89.1,False,Corporate Promotions,6050-0015,keep,Standardized naming for promotions expenses.
6050-0020,Gifts,nan,Gifts,nan,9905.22,False,Corporate Gifts,6050-0020,keep,Standardized naming for gifts expenses.
6050-0025,Internet Marketing,nan,Internet Marketing,nan,2586804.6800000006,False,Corporate Internet Marketing,6050-0025,keep,Standardized naming for internet marketing expenses.
6050-0026,OnSite Marketing,nan,OnSite Marketing,nan,299066.5,False,Corporate OnSite Marketing,6050-0026,keep,Standardized naming for onsite marketing expenses.
6050-0027,Website,nan,Website,nan,56626.16,False,Corporate Website,6050-0027,keep,Standardized naming for website expenses.
6050-0028,Events,nan,Events,nan,1264.72,False,Corporate Events,6050-0028,keep,Standardized naming for events expenses.
6050-0030,Marketing Other,nan,Marketing Other,nan,288083.42,False,Corporate Marketing Other,6050-0030,keep,Standardized naming for other marketing expenses.
6110-0000,Building Engineer,nan,Building Engineer,nan,5839.74,False,Corporate Cash,CASH-001,keep,General operating cash account.
6110-0005,Janitorial Services,nan,Janitorial Services,nan,1045980.12,False,Corporate Cash,CASH-001,merge,Janitorial Services account merged into Corporate Cash.
6110-0006,Petty Cash,nan,Petty Cash,nan,6800.299999999999,False,Corporate Cash,CASH-001,merge,Petty Cash account merged into Corporate Cash.
6110-0015,Parking Lot Lighting,nan,Parking Lot Lighting,nan,13702.0,False,Corporate Cash,CASH-001,merge,Parking Lot Lighting account merged into Corporate Cash.
6110-0020,Lights Light Bulbs Fixtures,nan,Lights Light Bulbs Fixtures,nan,12687.5,False,Corporate Cash,CASH-001,merge,Lights Light Bulbs Fixtures account merged into Corporate Cash.
6110-0025,Carpentry Supplies Locks Keys Doors,nan,Carpentry Supplies Locks Keys Doors,nan,165085.7,False,Corporate Cash,CASH-001,merge,Carpentry Supplies Locks Keys Doors account merged into Corporate Cash.
6110-0027,Windows Glass Screens Doors,nan,Windows Glass Screens Doors,nan,24370.0,False,Corporate Cash,CASH-001,merge,Windows Glass Screens Doors account merged into Corporate Cash.
6110-0030,Plumbing and Sewer Repairs,nan,Plumbing and Sewer Repairs,nan,72768.42000000001,False,Corporate Cash,CASH-001,merge,Plumbing and Sewer Repairs account merged into Corporate Cash.
6110-0035,Roof and Shingle Repairs Routine,nan,Roof and Shingle Repairs Routine,nan,93030.0,False,Corporate Cash,CASH-001,merge,Roof and Shingle Repairs Routine account merged into Corporate Cash.
6110-0040,Sign Repair,nan,Sign Repair,nan,849.24,False,Corporate Cash,CASH-001,merge,Sign Repair account merged into Corporate Cash.
6110-0045,Pressure Washing Tuckpointing,nan,Pressure Washing Tuckpointing,nan,13075.0,False,Corporate Cash,CASH-001,merge,Pressure Washing Tuckpointing account merged into Corporate Cash.
6110-0050,Tenant Improvements,nan,Tenant Improvements,nan,14059.32,False,Corporate Cash,CASH-001,merge,Tenant Improvements account merged into Corporate Cash.
6110-1005,Intercom and Service,nan,Intercom and Service,nan,2941.0,False,Corporate Cash,CASH-001,merge,Intercom and Service account merged into Corporate Cash.
6110-1050,Repairs and  Maintenance,nan,Repairs and  Maintenance,nan,1867654.5,False,Corporate Cash,CASH-001,merge,Repairs and Maintenance account merged into Corporate Cash.
6110-1055,Janitorial Supplies,nan,Janitorial Supplies,nan,32079.68,False,Corporate Cash,CASH-001,merge,Janitorial Supplies account merged into Corporate Cash.
6110-1060,Maintenance Tools and Supplies,nan,Maintenance Tools and Supplies,nan,133435.44,False,Corporate Cash,CASH-001,merge,Maintenance Tools and Supplies account merged into Corporate Cash.
6110-1062,Window Washing,nan,Window Washing,nan,146966.02,False,Corporate Cash,CASH-001,merge,Window Washing account merged into Corporate Cash.
